group_id	source_group_id	source_component	source_dataset	label	binary_label	label_type	evidence_grade
CryptoBounty-Benign_g_64fbbf3e681eb223619d	group_3302120f1d9b95f1	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_664fc9293391478c48a4	group_449c51a46f7f1128	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6946734bf8bd6109a09b	group_94bf260fc24eb4db	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6a613bf15973b682ed5d	group_ab387114db22f4f7	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6a93a4e1534f6eb255e3	group_3679cff57a49f5ca	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6bce10259ed78fdf0942	group_6f5b404cb0ed8082	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6cb59692c4937ee97ce6	group_1e67b6b310997219	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6da46ae983275d427631	group_4f86ea71b47bbd30	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6db3421517ba0cd6dce6	group_ebeec001b5104c12	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6ea04bfe32d9ac858134	group_fadd56627934f8db	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6f208a8c8a0ae1e69186	group_b588a61d9c960dad	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_6f24f9d1c74f903495f7	group_6e03260ebbd0325c	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_710152403252ba8a3938	group_9cc605750511ddd9	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_71936032b2fb3212bf9b	group_8c2afc43346ab5d4	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_74f1b5137b1c6d861f67	group_45ceec74090c9986	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_782b9d3a5e1076734407	group_2aaf7dac49e1ec97	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_79ae78ed55b6ccc8067e	group_5d9d2b838e1fb219	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_79b890b62c332637dc74	group_540b8645ede6e87e	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_7be146e1f793fc75912a	group_4c45ea692eed992a	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_7c50c338304573850c30	group_a1d964238284563a	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_80cc9dc90f1735b6f7d5	group_5bca9bdc849a3237	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_83408d6b9a0a9b1c7620	group_5b9e1c72c46a5955	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_856dc4d2010520f6bc63	group_aec16a834006a9e5	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_8a17d342ddb1d441203b	group_4da607d0c894f406	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_8ae10b7a9a91cb704ac8	group_742c5ee8a93320fd	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_8bb48e93fca479b2f4c2	group_0f03721c44142935	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_8dd294140839be526695	group_d15b8a879a0e7e26	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_8fca6a41706c510e895b	group_b76e2e7c5e1a01cd	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_8fee27186dc8095d6e15	group_0b3e1b4026f203ca	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_9195ccb17acb25503e1e	group_cd9d8218d171016e	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_91c42bf8460ee9d0ac4f	group_791503289f7bee70	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_96a2447d297828e24dd0	group_dd324fd23572291a	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_982e1afd52920ab715f4	group_f7a8c36371453817	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_98c4b0e12fdecaedd463	group_9b1779c6f42e2526	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_9cf66e1b9342349194cd	group_1657ec15754a781b	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a108e6437e4a8415ce2e	group_218bb2ff79c4c1d9	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a27007f57ebe44f8ce46	group_30f66fad9915a4dc	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a3d4a31b246583aeb5b3	group_5d7a66bdf149d821	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a610dd9f6714a17a67b9	group_60dea7a95d36ec97	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a689bbad026f6f301c23	group_00a99baff4e87264	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a702c766d3c594aea9bb	group_d84e06851eef2d41	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a748a2e23ccef7ce9c43	group_6673db2f3815bd8b	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_a9c67ab8d916f7d6d55f	group_80c97a46d22928cb	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ac1b3ef0e5feddea7cfd	group_50386ccdc12d1fae	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ad3230b7aaab48608050	group_09003440c5159768	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ad4dfb585a674eb9f81d	group_1aac78b30209616d	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ad9e1396e21afd15aec5	group_74b8952f87b32210	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_af032807ed05d02c541f	group_81a7e6346d9278fa	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b279473932760deedb20	group_bfdd4261c1e2062b	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b44508db385792b9e40a	group_734016845682ce75	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b57e755299fb08536556	group_7ae5483040975b85	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b5ededd7215ba39d6aad	group_076695ae4f2da053	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b6b47df0c4793cd204d7	group_1dda0b8f2bdd9883	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b795cb53a271e82221d5	group_42d132a62cbef9ea	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b7e2caf716178b09beae	group_f0157730ba4d3b1f	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b8cc004da548c5fcac56	group_a8fe1b5ddfd03028	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_b92f780ffbc662deef17	group_1090cf3fef31de72	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_bb822ec2e7c132a0c223	group_fce1a58926b8a131	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_bbc17ec38593e7726700	group_ee17198eac7f1872	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_bbdbef686305e54eb1a8	group_7d4f521e68c91bea	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_bdb949df1d991379b9f1	group_9aea644cf9abcaa5	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c02ed88e15d67e62ee10	group_e1ae03ea9ca41715	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c08e8233930bf3db00df	group_2a4ea7510e81d2b3	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c135dd843ada25708d09	group_03b7df25c9919731	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c175b69ef46676ab63cb	group_ee7dbb77ef3a8f7c	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c2a203531b5bd771f898	group_cb1f5c47f4571568	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c6f45c9a29b79cc8f93a	group_056c6e3449b64687	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c76e3bb0e1e3c7f2e8f0	group_08030195b8d02c31	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c8933a22f13f1a4a9881	group_9f62d45340734aee	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_c8de4164573d7b217b44	group_caa8b7aecd705c04	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_cbedf29f41c45f1d9520	group_4d41e320456dd400	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_cca6c1fa30c532711d37	group_5eb831be68ad92b2	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_cce27eaa66111f2a5d0e	group_115872f2bb66844a	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_cfbc1f9e35fc398b19eb	group_d7187d9fc1e8c7b6	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d09becd9e5693f6a7d5b	group_544427ae9d2bad92	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d0ee5b20eedf65807c54	group_4d082006f5a33f12	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d108c135dc6357b68b74	group_6416815be6081224	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d167f8128d9a1bb0233d	group_8aeda24be87df7bf	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d47007d269cdb5b8084b	group_a4ac912d200c4156	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d49309d887900585826c	group_41ad04b2831f4add	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_d896fb387191f89aea2d	group_f95842f75a45a189	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_db9e3b9659e1030105ea	group_f8cf6ed143bd5710	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_dbb940be82df5912df2a	group_3a57b7f0d0bc160f	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_dbc606042c2c910dd5f2	group_77021ffa959baf05	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_de0989f5b317dcf7a755	group_d2877b5c219e81b1	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e03c10e1fd61407aaaa8	group_cb1e8456e77a3133	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e0ee3ab681411d7698f4	group_929b2fa99e3a3c53	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e1f2e45c49fa79410bfe	group_cfa26b6af0e32edf	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e1fe1d2a076c8cfaa185	group_c5174006955320d8	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e3c85baf38f239ed704a	group_51504a5a2e505a33	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e6f4634227e50a1fa486	group_0c9cf4e0fb5fad04	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e7dc0fce936a911a7d96	group_72eb1f3126a66b32	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e85dc468402fd65e15a9	group_eb6ecdabc65efe8e	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_e9d774b64df20fd9253b	group_d9ee4afeb9c33ab2	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ea31b62d9ec1f1f21125	group_c2527ae2b00a11f7	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ea5aae3fa3872c83e6e3	group_94af0024f0914597	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ec682e52ec7cf2549fc3	group_86cb600e36602965	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
CryptoBounty-Benign_g_ed801035c4466625b0e6	group_ab6fc9a2dc1d4506	CryptoBounty_Benign	CryptoBounty	Other	0	source_provenance	source_derived
