group_id	split
CryptoBounty-Benign_g_b44508db385792b9e40a	train
CryptoBounty-Benign_g_b57e755299fb08536556	train
CryptoBounty-Benign_g_b5ededd7215ba39d6aad	train
CryptoBounty-Benign_g_b6b47df0c4793cd204d7	train
CryptoBounty-Benign_g_b795cb53a271e82221d5	train
CryptoBounty-Benign_g_b7e2caf716178b09beae	validation
CryptoBounty-Benign_g_b8cc004da548c5fcac56	train
CryptoBounty-Benign_g_b92f780ffbc662deef17	train
CryptoBounty-Benign_g_bb822ec2e7c132a0c223	train
CryptoBounty-Benign_g_bbc17ec38593e7726700	validation
CryptoBounty-Benign_g_bbdbef686305e54eb1a8	test
CryptoBounty-Benign_g_bdb949df1d991379b9f1	train
CryptoBounty-Benign_g_c02ed88e15d67e62ee10	train
CryptoBounty-Benign_g_c08e8233930bf3db00df	train
CryptoBounty-Benign_g_c135dd843ada25708d09	train
CryptoBounty-Benign_g_c175b69ef46676ab63cb	validation
CryptoBounty-Benign_g_c2a203531b5bd771f898	train
CryptoBounty-Benign_g_c6f45c9a29b79cc8f93a	train
CryptoBounty-Benign_g_c76e3bb0e1e3c7f2e8f0	train
CryptoBounty-Benign_g_c8933a22f13f1a4a9881	train
CryptoBounty-Benign_g_c8de4164573d7b217b44	train
CryptoBounty-Benign_g_cbedf29f41c45f1d9520	train
CryptoBounty-Benign_g_cca6c1fa30c532711d37	validation
CryptoBounty-Benign_g_cce27eaa66111f2a5d0e	train
CryptoBounty-Benign_g_cfbc1f9e35fc398b19eb	validation
CryptoBounty-Benign_g_d09becd9e5693f6a7d5b	train
CryptoBounty-Benign_g_d0ee5b20eedf65807c54	train
CryptoBounty-Benign_g_d108c135dc6357b68b74	test
CryptoBounty-Benign_g_d167f8128d9a1bb0233d	test
CryptoBounty-Benign_g_d47007d269cdb5b8084b	validation
CryptoBounty-Benign_g_d49309d887900585826c	train
CryptoBounty-Benign_g_d896fb387191f89aea2d	train
CryptoBounty-Benign_g_db9e3b9659e1030105ea	train
CryptoBounty-Benign_g_dbb940be82df5912df2a	train
CryptoBounty-Benign_g_dbc606042c2c910dd5f2	train
CryptoBounty-Benign_g_de0989f5b317dcf7a755	validation
CryptoBounty-Benign_g_e03c10e1fd61407aaaa8	train
CryptoBounty-Benign_g_e0ee3ab681411d7698f4	train
CryptoBounty-Benign_g_e1f2e45c49fa79410bfe	train
CryptoBounty-Benign_g_e1fe1d2a076c8cfaa185	train
CryptoBounty-Benign_g_e3c85baf38f239ed704a	train
CryptoBounty-Benign_g_e6f4634227e50a1fa486	train
CryptoBounty-Benign_g_e7dc0fce936a911a7d96	validation
CryptoBounty-Benign_g_e85dc468402fd65e15a9	train
CryptoBounty-Benign_g_e9d774b64df20fd9253b	test
CryptoBounty-Benign_g_ea31b62d9ec1f1f21125	test
CryptoBounty-Benign_g_ea5aae3fa3872c83e6e3	train
CryptoBounty-Benign_g_ec682e52ec7cf2549fc3	test
CryptoBounty-Benign_g_ed801035c4466625b0e6	train
CryptoBounty-Benign_g_f002cf56aa0f745661e4	train
CryptoBounty-Benign_g_f1a488716074ea4722ee	train
CryptoBounty-Benign_g_f4eece33487b854211bf	validation
CryptoBounty-Benign_g_f503582e53af5e2a2c28	train
CryptoBounty-Benign_g_f52219ed70ec74f414ce	test
CryptoBounty-Benign_g_f5fcca1992b91b0d18a7	train
CryptoBounty-Benign_g_f6ab2f539ebcc2ff291d	validation
CryptoBounty-Benign_g_f8c38779a72efc698332	train
CryptoBounty-Benign_g_f9261d7ecc8da8a7a3e6	train
CryptoBounty-Benign_g_face87951044c18377e2	train
CryptoBounty-Malicious_g_008de699b83c05158bec	test
CryptoBounty-Malicious_g_009ee1259209feeff839	train
CryptoBounty-Malicious_g_00be34d20d6c592fea13	test
CryptoBounty-Malicious_g_00d07d017a8d7ee15e14	train
CryptoBounty-Malicious_g_00eed26d581ed342765f	train
CryptoBounty-Malicious_g_01530402eb021266d3c4	train
CryptoBounty-Malicious_g_01914e12c1e603a2ba7b	train
CryptoBounty-Malicious_g_019c33734f225165bca8	train
CryptoBounty-Malicious_g_01a5a43f38b45c06c5ff	validation
CryptoBounty-Malicious_g_01b8212a9a2d1009ae33	train
CryptoBounty-Malicious_g_01bb03fb4669f2498f66	validation
CryptoBounty-Malicious_g_01f37695b035f4d1a9c5	train
CryptoBounty-Malicious_g_0236e93bd5aa214957ea	train
CryptoBounty-Malicious_g_0245acd69d538c055a08	test
CryptoBounty-Malicious_g_026988364a943e4067d8	test
CryptoBounty-Malicious_g_02985ee51498ba13b949	train
CryptoBounty-Malicious_g_02b7f2d45d09f5fdf95e	train
CryptoBounty-Malicious_g_02bf2639c324da3ec73d	test
CryptoBounty-Malicious_g_02e7c8af13ae67f6e4b3	train
CryptoBounty-Malicious_g_03133efe9124354fb6f2	validation
CryptoBounty-Malicious_g_034242e3d1dae990e13a	train
CryptoBounty-Malicious_g_03576bc9a1db164e6c1d	test
CryptoBounty-Malicious_g_03659673df62540d7179	train
CryptoBounty-Malicious_g_036bdf897f4039eb9223	train
CryptoBounty-Malicious_g_036c4438deea2be72988	test
CryptoBounty-Malicious_g_036f23f560a5d20f9dd4	train
CryptoBounty-Malicious_g_037fcb381deb9cce2d44	validation
CryptoBounty-Malicious_g_03cb72a3ab27acbf804d	train
CryptoBounty-Malicious_g_04138f6dce2a7917d7a9	train
CryptoBounty-Malicious_g_046b4ccdb6cf48a47059	train
CryptoBounty-Malicious_g_050e8f072e6ee2d0f77f	train
CryptoBounty-Malicious_g_052c4c0360ab401ce043	train
CryptoBounty-Malicious_g_05475f7baa9f1fd5bb8e	train
CryptoBounty-Malicious_g_058173e897a391b43643	train
CryptoBounty-Malicious_g_0585847d54add91ab4ef	test
CryptoBounty-Malicious_g_05c4a3cdd2f42e5a4a2c	train
CryptoBounty-Malicious_g_05db65d8209eef063149	train
CryptoBounty-Malicious_g_05ddb2dcca974ca36e21	train
CryptoBounty-Malicious_g_06374ac2342468f94cb9	test
CryptoBounty-Malicious_g_0644dc1f7fa8efddbdee	train
CryptoBounty-Malicious_g_06579a2f586879f1518a	train
CryptoBounty-Malicious_g_06c13ce3fff9704d2b00	train
CryptoBounty-Malicious_g_06f23b3adfb47766308a	train
CryptoBounty-Malicious_g_071d237c929bf4e871f3	train
CryptoBounty-Malicious_g_07231cadb53ffd76f725	validation
CryptoBounty-Malicious_g_072d407848d1c9fcf5b0	train
CryptoBounty-Malicious_g_07596522c706fa8554d7	train
CryptoBounty-Malicious_g_075aad9d050ec56b22ad	train
CryptoBounty-Malicious_g_07647072f0d3af9100db	train
CryptoBounty-Malicious_g_079fca4dbfc05c21deea	test
CryptoBounty-Malicious_g_07ccf6557ca1fb6793ef	train
CryptoBounty-Malicious_g_07ea6eb448d9eddc9042	train
CryptoBounty-Malicious_g_08133fe7ca2cc92378fa	train
CryptoBounty-Malicious_g_08568430701aa29e3238	test
CryptoBounty-Malicious_g_0865e004d9256f449603	test
CryptoBounty-Malicious_g_08b60111b0745b02789d	train
CryptoBounty-Malicious_g_08bc45f805b090f0fd13	train
CryptoBounty-Malicious_g_08c7730f807f40c6e529	train
CryptoBounty-Malicious_g_08e31279c974679ce857	train
CryptoBounty-Malicious_g_094cce136530289b5332	train
CryptoBounty-Malicious_g_0968643386d5d37aac10	train
CryptoBounty-Malicious_g_097b0b024e46ffbad6bf	validation
CryptoBounty-Malicious_g_09d1c7503e731de19119	validation
CryptoBounty-Malicious_g_09fc8aadbab8f7981133	train
CryptoBounty-Malicious_g_0a26e8d842fcd482317a	test
CryptoBounty-Malicious_g_0a40df6e83d1331695e3	train
CryptoBounty-Malicious_g_0a638ea8aaaed67bde30	validation
CryptoBounty-Malicious_g_0a6a6972672ea40dc640	test
CryptoBounty-Malicious_g_0a90c90f5aab1c89b176	train
CryptoBounty-Malicious_g_0aa28445d3c0fe35251f	train
CryptoBounty-Malicious_g_0b22a9c651dd2a3967a7	train
CryptoBounty-Malicious_g_0b25603832a08e751c55	validation
CryptoBounty-Malicious_g_0b3f799fa7a5eae08cc7	train
CryptoBounty-Malicious_g_0b832132e16672a0c491	test
CryptoBounty-Malicious_g_0b8479f112d132fe2ea3	train
CryptoBounty-Malicious_g_0bd7566d332015e2dc30	train
CryptoBounty-Malicious_g_0c11cd38665a1358c6d5	train
CryptoBounty-Malicious_g_0c21d7f69a9bd55270e4	train
CryptoBounty-Malicious_g_0c234ee60c3e0790e4d3	train
CryptoBounty-Malicious_g_0c59f772fd5a9cdd0b68	train
CryptoBounty-Malicious_g_0c5dd11a75c4c714c636	train
CryptoBounty-Malicious_g_0ca55b1c197cb8004ebb	train
CryptoBounty-Malicious_g_0cb9619201e6c9789acc	validation
CryptoBounty-Malicious_g_0cc017331ee41bc19cb3	train
CryptoBounty-Malicious_g_0cc863fbf31d170d8f2f	validation
CryptoBounty-Malicious_g_0cf314196e6536d41f86	train
CryptoBounty-Malicious_g_0d24887bcc9240081637	train
CryptoBounty-Malicious_g_0d307bdad3d9b18d9eee	train
CryptoBounty-Malicious_g_0d4ce54a93b82d89f3f9	train
CryptoBounty-Malicious_g_0dd33f34e7f44f182093	train
CryptoBounty-Malicious_g_0e04a76e3621585aa1e6	train
CryptoBounty-Malicious_g_0e2a6d2278250426d2de	test
CryptoBounty-Malicious_g_0e6bd285adeaeddfffc2	train
CryptoBounty-Malicious_g_0e763d89c3b51375d36a	train
CryptoBounty-Malicious_g_0ec34165e4cb7daf23b2	train
CryptoBounty-Malicious_g_0f142f6eb36764254072	train
CryptoBounty-Malicious_g_0f2b26deb4f9fed0d65b	train
CryptoBounty-Malicious_g_0f36b8171da8606a8b04	train
CryptoBounty-Malicious_g_0f4028827f6206a67181	validation
CryptoBounty-Malicious_g_0f4377a3e86f0f46a5db	test
CryptoBounty-Malicious_g_0f46afad3730a2214072	test
CryptoBounty-Malicious_g_0f478afaf7bc7e8dae26	train
CryptoBounty-Malicious_g_0f68bae7fcc2e7a653c5	train
CryptoBounty-Malicious_g_0f70110b86c69939f5b8	train
CryptoBounty-Malicious_g_0f7e1e09bddd18ab82e6	validation
CryptoBounty-Malicious_g_0f81c41ebd8ace7db531	train
CryptoBounty-Malicious_g_0f84ffe676ee587679ee	train
CryptoBounty-Malicious_g_0f92fb76edd89a6573e2	train
CryptoBounty-Malicious_g_0fa226ff8fa64171bf32	train
CryptoBounty-Malicious_g_0fa522fceec0ff733785	train
CryptoBounty-Malicious_g_0fd18e3532023b9f848e	train
CryptoBounty-Malicious_g_105716d953131ce9143d	test
CryptoBounty-Malicious_g_106f8a117155d9cec936	train
CryptoBounty-Malicious_g_1078441e4c6088fac974	test
CryptoBounty-Malicious_g_1086f6a179a6a94d7440	validation
CryptoBounty-Malicious_g_1099a8c693a88c0dd033	train
CryptoBounty-Malicious_g_10c592159bb2ebdbcde9	train
CryptoBounty-Malicious_g_10ddca12d14131fd3033	validation
CryptoBounty-Malicious_g_1101ac329d80e0cb1d61	train
CryptoBounty-Malicious_g_1166c584a4bd6ad1b0a7	train
CryptoBounty-Malicious_g_117044875aa0510150eb	validation
CryptoBounty-Malicious_g_119198745ea41e217de8	train
CryptoBounty-Malicious_g_11b353d4d83181b22ce2	train
CryptoBounty-Malicious_g_11e50198d4d087f8f83b	test
CryptoBounty-Malicious_g_12335c8cd7fd7e101f14	train
CryptoBounty-Malicious_g_125f170450250c810afb	train
CryptoBounty-Malicious_g_12727591da24941978f9	train
CryptoBounty-Malicious_g_127b04c1d782f8bb43ab	train
CryptoBounty-Malicious_g_127e84f3b910e304d3c5	train
CryptoBounty-Malicious_g_1289bf65e6dca7383499	train
CryptoBounty-Malicious_g_12bdb2cb14aca324cf11	train
CryptoBounty-Malicious_g_12f74d36ae78c56b37c0	train
CryptoBounty-Malicious_g_130c2cf779cde7d6cde9	train
CryptoBounty-Malicious_g_130da9919af96c325c04	test
CryptoBounty-Malicious_g_132e9ab0516f944e176c	train
CryptoBounty-Malicious_g_132ee3368191a0c9ffcd	test
CryptoBounty-Malicious_g_13a0f14fddcfc25f53e6	train
CryptoBounty-Malicious_g_13eab217da7589785a0e	train
CryptoBounty-Malicious_g_140e2041b06861aba000	test
CryptoBounty-Malicious_g_14134fc02ef4915c8312	train
CryptoBounty-Malicious_g_141f9c2a7334dd4a739e	test
CryptoBounty-Malicious_g_1434fe8ee410da9c6a64	train
CryptoBounty-Malicious_g_14726aeef8746e958d31	test
CryptoBounty-Malicious_g_1477957dec06ab475c3d	train
CryptoBounty-Malicious_g_1490b772ae34221c3e9e	train
CryptoBounty-Malicious_g_149a1d8ebc0efa00ab08	train
CryptoBounty-Malicious_g_14b9f17f67681f06fc73	train
CryptoBounty-Malicious_g_1519707d5ef1a69a61d8	validation
CryptoBounty-Malicious_g_1584695580a4e7c9bc7b	train
CryptoBounty-Malicious_g_159ef5baac1f595ec1f9	validation
CryptoBounty-Malicious_g_15ab744cfab74cca3331	train
CryptoBounty-Malicious_g_15afc2ff6d5d6348b186	train
CryptoBounty-Malicious_g_15b48f8ede0e614cb40a	train
CryptoBounty-Malicious_g_15d2f89ecf2471996f49	train
CryptoBounty-Malicious_g_160dd2e1ba8810b610bc	validation
CryptoBounty-Malicious_g_161d2aadc9877a9049d6	train
CryptoBounty-Malicious_g_16516a4461c94e8f10eb	validation
CryptoBounty-Malicious_g_16a4b5856e91b4b71831	train
CryptoBounty-Malicious_g_16c7dbd857d4cbd297a0	train
CryptoBounty-Malicious_g_16dbc62fe5f50be7c401	test
CryptoBounty-Malicious_g_16e2545852b5053a44d5	validation
CryptoBounty-Malicious_g_1720232ec827c414c0ba	validation
CryptoBounty-Malicious_g_174c35864cc1ef98c90e	train
CryptoBounty-Malicious_g_176782413bdf9d4e4fb4	train
CryptoBounty-Malicious_g_17716ee162b15f9740c6	validation
CryptoBounty-Malicious_g_17ecb88be9e959e131f7	train
CryptoBounty-Malicious_g_17f2a8d86dc798637392	train
CryptoBounty-Malicious_g_17ff7ef9e5762841653f	train
CryptoBounty-Malicious_g_180bd15907d6f4656751	train
CryptoBounty-Malicious_g_1833ae8a37bfb71a835a	train
CryptoBounty-Malicious_g_186be2b5062205eb9b00	train
CryptoBounty-Malicious_g_18bdf0c48cebd8651ce7	test
CryptoBounty-Malicious_g_18f3439b302aa42c63e9	train
CryptoBounty-Malicious_g_18fd34e3352ef5a9dd2d	train
CryptoBounty-Malicious_g_1908140753303c30f876	train
CryptoBounty-Malicious_g_190a2a8a7ed9ca00cdd9	validation
CryptoBounty-Malicious_g_19122161e20fc90f4847	train
CryptoBounty-Malicious_g_191b13f54f22f4b4c524	train
CryptoBounty-Malicious_g_191beef2db5a7b6f5e3d	train
CryptoBounty-Malicious_g_191ec08848d1b637e3f9	train
CryptoBounty-Malicious_g_192c01568b8285b7998e	train
CryptoBounty-Malicious_g_19478f3733592514db1f	validation
CryptoBounty-Malicious_g_195101467b4073d53ae2	train
CryptoBounty-Malicious_g_19e161780d11d6fbb306	train
CryptoBounty-Malicious_g_1a0d78ff4feb6a290979	validation
CryptoBounty-Malicious_g_1a41f81b3318952fbd9e	train
CryptoBounty-Malicious_g_1a7dd43fcbc446422465	train
CryptoBounty-Malicious_g_1a892a74f0253d4ea0b9	train
CryptoBounty-Malicious_g_1aaf9b7e9d1b461d0004	train
CryptoBounty-Malicious_g_1acca9ad9683d297c2f8	train
CryptoBounty-Malicious_g_1b407a77792230b6e6fe	train
CryptoBounty-Malicious_g_1b44dc6120dc5347ee21	test
CryptoBounty-Malicious_g_1b4564780aa81b369fd7	validation
CryptoBounty-Malicious_g_1b610ff34dfceeaab8da	train
CryptoBounty-Malicious_g_1b76983baf17c0db7309	train
CryptoBounty-Malicious_g_1b8a2cbd593cb05efd3d	train
CryptoBounty-Malicious_g_1ba0f30c9553bf120b07	test
CryptoBounty-Malicious_g_1c12016248e4fb515e46	train
CryptoBounty-Malicious_g_1c14f83343ddba2b21ee	train
CryptoBounty-Malicious_g_1c341a9cee8fa39bb478	train
CryptoBounty-Malicious_g_1ca59ff83d1d568c4409	train
CryptoBounty-Malicious_g_1cacb227b6eb96721a4b	test
CryptoBounty-Malicious_g_1cdfd1d138a859f2e00d	train
CryptoBounty-Malicious_g_1d2916c3b8fce650fc3f	test
CryptoBounty-Malicious_g_1d7faff20f718f9901c9	train
CryptoBounty-Malicious_g_1d88f247d02f744b13ef	train
CryptoBounty-Malicious_g_1da8caebb886912bb465	validation
CryptoBounty-Malicious_g_1dc1d9844e3eaf5948a9	train
CryptoBounty-Malicious_g_1def29ac158635328e82	train
CryptoBounty-Malicious_g_1dfc1d75f60f89936b57	test
CryptoBounty-Malicious_g_1e0d2d99617fe164c094	train
CryptoBounty-Malicious_g_1e7e84e030e151cd653c	train
CryptoBounty-Malicious_g_1e953604a703a18db2f3	validation
CryptoBounty-Malicious_g_1eb768f8c6b13c6c400a	train
CryptoBounty-Malicious_g_1ed1329012a9f38851ce	train
CryptoBounty-Malicious_g_1ef2b3fa772c3629760b	test
CryptoBounty-Malicious_g_1f10d56a014ad09725c5	train
CryptoBounty-Malicious_g_1f2b7b4648f178a7688e	test
CryptoBounty-Malicious_g_1fa9da5adf487a3cc668	train
CryptoBounty-Malicious_g_1fd29621275c8a587a6c	train
CryptoBounty-Malicious_g_1fff21969bcc1262ca4e	train
CryptoBounty-Malicious_g_203d51fb10a8db5816ae	validation
CryptoBounty-Malicious_g_204226701dbb43e045ba	train
CryptoBounty-Malicious_g_2048197946d9471f36e9	train
CryptoBounty-Malicious_g_206ce17669825c37e7d8	test
CryptoBounty-Malicious_g_206f687ec3b331979039	train
CryptoBounty-Malicious_g_20cf47c7b0a210fec9c1	validation
CryptoBounty-Malicious_g_20e507259e13f1ef5d0b	train
CryptoBounty-Malicious_g_214538de7f56a235ca47	test
CryptoBounty-Malicious_g_21a6bee1ceff5894666c	validation
CryptoBounty-Malicious_g_21be93079650fa6d601c	train
CryptoBounty-Malicious_g_21ca4631b0116a0b53e1	train
CryptoBounty-Malicious_g_21dc2f023f034c8b4029	train
CryptoBounty-Malicious_g_21df6991f3ac603ab41c	validation
CryptoBounty-Malicious_g_2218017e72a1be9a5b58	train
CryptoBounty-Malicious_g_2228a9b179b829a1d141	train
CryptoBounty-Malicious_g_22438548f0c589b684c2	train
CryptoBounty-Malicious_g_2269caef69c825392ed4	train
CryptoBounty-Malicious_g_22a62c739c155c70c0b9	train
CryptoBounty-Malicious_g_22b4bd61cbe5dad4c864	train
CryptoBounty-Malicious_g_22b88d0aac3758c9e148	train
CryptoBounty-Malicious_g_22c6e4078eff12c860cf	train
CryptoBounty-Malicious_g_22f4f4184b8460357421	train
CryptoBounty-Malicious_g_22fad5d03e059e6c6e66	test
CryptoBounty-Malicious_g_235d17c2a7f4920cb2cb	validation
CryptoBounty-Malicious_g_237bb73e78a5659fd3ec	test
CryptoBounty-Malicious_g_23a1822225bf41709d15	train
CryptoBounty-Malicious_g_23e277e9362d5c92ceba	validation
CryptoBounty-Malicious_g_23f24660dd7eff44819b	train
CryptoBounty-Malicious_g_249c091f2ccac266e3d0	train
CryptoBounty-Malicious_g_25789b25f09b85da5aee	train
CryptoBounty-Malicious_g_2587a209a02a2a8bb966	test
CryptoBounty-Malicious_g_2597c5e282a7c3fe6f9b	train
CryptoBounty-Malicious_g_25d674a9b3d9a8335d06	train
CryptoBounty-Malicious_g_265591df5abd32f015a7	train
CryptoBounty-Malicious_g_26739980940d8fd40f90	train
CryptoBounty-Malicious_g_2714c97149356adcbb0b	train
CryptoBounty-Malicious_g_27b7f9c5c58fb1e6a24e	train
CryptoBounty-Malicious_g_27bd48059b8206bcde66	train
CryptoBounty-Malicious_g_27dfe9eabc1b01bcab1b	train
CryptoBounty-Malicious_g_280b98023fde7922320e	train
CryptoBounty-Malicious_g_280c97661f6a7b4950f6	train
CryptoBounty-Malicious_g_28180ba60bb794ef490a	train
CryptoBounty-Malicious_g_28744722c5e8313400e3	train
CryptoBounty-Malicious_g_28b093bd0ace6fc6a4b7	train
