group_id	source_group_id	source_component	source_dataset	label	binary_label	label_type	evidence_grade
ABOME-Malicious_g_0300bb7eb6b49a0aa4f6	group_f6df833d928ba89a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0326f3cd959e24e48c33	group_77e1847a1288d4a0	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_035eca7c1f906e3fb619	group_af52f5dc1187e7bc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_03d226ec2e749dc3f3e8	group_30770bcb229fbbe3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_03dbf16bc6cfa1c5e7ec	group_a31e111d17ae7abf	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_04215c47bde33c43f0a8	group_a22c7f18c9775ddb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_04219612b5572bbaca7e	group_4d1fed756b61f6f5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_04a529c4ce76accf5bad	group_14c0f7e458b2e4d7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_04af1c0a77dc94157e23	group_c77e3d37c54073d9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_056c2215af973c144df5	group_76c2aa18170e95b4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_056fcd092183e3f2d7b3	group_e2ba595fef6cb843	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_05e58f6f92e25fabfba3	group_2f84beacd1c04dbb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_06482099a514e5c03729	group_f0653f188e547535	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_065bcfd422fc9970e10a	group_f1601d03b34df96f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_06766d7808b0e9cc3fbd	group_0b4e1c51c5bc18cd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_06b45e7c9060e14c3fa8	group_ec5dd33401327eda	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_06e34582189c052675a7	group_0b6a80218e059292	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_06f5bfb9b959f5898e77	group_7f9145acad7f9757	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_06f92baa68e0de5f804d	group_ae196328aed4f97b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0733f08de0a990dc11f3	group_564837f9b27f3789	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_079600303ae048cb0599	group_bb54786d23afabc7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0796743c94ac0b69d349	group_4671583c5baa1695	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_07c4c182c00fcc1d8b8f	group_0cf5d7699b2ff1c5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_07fc178aadf124b6cb17	group_0be98310208fdd77	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0812c8bdcef27f6625cd	group_23556a8255addd02	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_081fbeca7eb3890472b3	group_584f0f94e22d0c3a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_082072e4ae147b3398ba	group_bca7913eee6f7b68	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_082ee4f7838cb292899e	group_2d217b454526c197	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_083742e8cc53cbe27d02	group_2f6e1eae297de5bc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_084991075ca9379fad87	group_4bbdfadf9425de61	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0849f71e2ddcb9664094	group_d570da13aea910b4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_091cbcfcb38d55985ecf	group_7aeab8314c14fa47	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0920e48582407bfedd8d	group_9e6100f37d66e39b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_092eea210e91c276d48c	group_3cb3c220ddf4dafb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_094ecc6a198a828e19ca	group_68e4ec717c965650	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_09ec576d8ba983c2e18b	group_7d8c98f97dc4f174	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0a0b8db70f5903aca1fa	group_aa1f251f2a2b2075	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0a2c7e640a10fd77cc6b	group_b8b55c692b8ea421	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0a5c4671e5f7b5c0c1ee	group_950bebe60eda87b3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0a776c4f0f18f0339957	group_6a280f52f99af00f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0adec8548711a1820051	group_5956bad3c992a865	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0b2023eba46ac75cc704	group_8b317fe0c85c8911	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0b42d1ac8d9479734ab7	group_fb50e277e5249572	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0b4f2c8b8d2e6e0204f1	group_4d208545b4342454	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0b5e59aa0f7fc8c131b8	group_a7b896af0e843424	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0baec304db91e8e6e894	group_b21aba01a9fd17c0	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0bcf2a5d5cbed1060e3c	group_fced3f378ee2563e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0c23659c02a5c4e31f10	group_f85d8aea764f6f35	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0c8153560d34a8c50f62	group_6328320136589579	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0cb57dc65544ddd40fa3	group_19b9040e3625c39b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0cd761d2064a718c3bbd	group_82fc46a617ebedab	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0cfda3321c64fc7fdefc	group_55e5e50ac8556625	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0d024fc7c23a87ffff74	group_42d109fa5c2692ab	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0d1dd7864ce4afe9b23a	group_fcecba38f638bed4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0d2d0535c3bf7c8da239	group_4ce4d2e27b2b3a44	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0d79ed91b69b0bcc6b93	group_7d9452e50819672b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0d7acbcd59a25ff701ae	group_759d66464489f3d4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0d9ea2711e8fc158d10f	group_643222a1bf4bb56a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0db360ab39a99c5978cd	group_426f4be8b855d01f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0ee5ce617d831a569195	group_07c5eac4c06c3e8f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0efe069a92c6487f8d33	group_f270cfb2b0dd0752	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f0a45ee1af351343604	group_89f5d319803401b0	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f244034d5f04fa041dd	group_7aefef973cc7b533	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f4baefb78c934cbef1a	group_a2240863627dd43f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f64a7dc235bbb0fd877	group_f5b3f583bb458e18	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f8ca0dedcf4d1091bbe	group_51866271afbf0cd3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f934ed7f77c21fb5b22	group_1a23d6539a6181b1	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0f9b7ee1b747a6e68b38	group_96b4f7291a2fa15a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0fcace25038a338a0086	group_57e6d5c388d3a26a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0fcc3d4a63a3007f24cb	group_1fb4d63cd5248d9c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_0feadad5c8c6c75883d5	group_a4886f75930c4d15	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1000438ff5b9094a0961	group_6955fee29ce760ba	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_100ed17b9e70eeb07f67	group_139cc4775dafa2a3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1076cc6933f5b08e4206	group_d629b8143bbb4e78	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_10e4f9f9b82f5340eeaf	group_9b3edc0692f2c7e1	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_111fbc629d0684e94b77	group_392fafc20a7a3a97	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_11c93815beb315652231	group_8e30387a202c01c9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_123edeb02886fbf52f8a	group_50848cda7cdd3059	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_123fc4fe4e479654d79a	group_00a6a9d1458af3db	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12411fb9002bf1bc6296	group_2fcaa083ee350932	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12828a6d5245b3a0080b	group_71d7a2d9c5c2fc39	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12c689135cd0740a8988	group_826b0789b032730b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12e5da98b32f773d4533	group_d9eb2715130fe017	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12ecdca53168aacbe37a	group_20e79ca53b481bbd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12f28e42f3a43c1bee76	group_ef0f6327547462f8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_12f3e8fe94f82b22b5e5	group_a37ef4f1a0eb0195	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1386172d00df1409820a	group_21e5d022fcb45f3b	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_139896144b27c0c43892	group_49ae6137cacb8e60	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_13a70727a595f1341497	group_161835b9c9f081a6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_13c3191c9253cc57ec63	group_0780c22130e154ec	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_13d63090cf127b867f01	group_b3f1136e7197de6d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1419a958982d7b1174e9	group_1c6a49d3fd250c36	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_145ccb563a34d8cc4980	group_c236c1b1d245db16	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_14b1701a427999263026	group_3bdb1ce2b8649857	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_14ceb602103348a7234e	group_dda7a65b010664b9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_14cfa52467dbf1e8c757	group_fde3e34d5e756caa	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1558c665da84d775adec	group_0445417d6b4b2b2e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_15666230846a6104f0b0	group_96287f724d8d8e8f	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_15a614ea64d22105e04e	group_c1b66ef01057fbd3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_16185f1246bf80ccdfbf	group_e4529f4c04a296e2	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1619db1cebe2addc2547	group_27d4cf46d0884afc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_167b51fd8ca74acf9406	group_033f10444533ce8a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1689460a50b9463d3905	group_d4b1fd6af59c8a83	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_16b68e6524ee8f52e8dc	group_1a69cb120ca5f888	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_16b93bef21d182e24bda	group_b7f8bc1f0d56f3ff	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_16bcfe489faf3d5e435b	group_a762241481cd1353	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_171ea43ac20f92bf2d0b	group_811ba5a658826a47	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1732a1768785feda6c7a	group_ef3beb66280c4ae4	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_177984c42e1fe44b257b	group_bdba7ced53c4769e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_17b47ca3741dd96e265c	group_7249e8c51f99a825	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_17b9c32fc5d11eb2565e	group_c35a9e866eae521c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_17ed53d032a22d77f58b	group_e734d28bcdab6d17	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_17f5ed2e84b3a466db99	group_a597a52e84b0cd96	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_180b365e5cec54c86dc7	group_245254441c3dad29	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1845452fb3db431eed3a	group_2311193f718cbfa7	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_187ead4dcec1dc45a9ba	group_f8a6e99b381f2aae	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1894d1d6192ff5d61d4c	group_e3b1f12cb389998c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_18bcd058963e80b7d5fa	group_c3596b160e840a1a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1922ae54476c416615e8	group_0ea3cc1fce9cffe0	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1928b514d7ae510e719f	group_348bf83bee5b1aa3	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_19814398d539f0c4d4c3	group_e8a487f73926fcb5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_19c542d6d9641d34618f	group_f28a5c2680e02083	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_19cb4cf382554ce449de	group_40843b46d842ec16	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ab3c600d987d14da8ef	group_51fe28e76904f159	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ae0a9b3b9bf6c9ea53f	group_356ecc920ab6ca14	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1b369e431c8a27443832	group_43f3c5de45cc23d5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1b4b127f0704af0a4a8c	group_8502b89c3a4123c5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1b5de14932a55b6a10fa	group_18f7659c261e4343	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ba8d77552c76eff010b	group_8b3c6974922be5ec	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1bb196ad38d4866817ed	group_76237c6108d4e3e9	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1bc48570ab4ff5f26cf7	group_d13f27562a01a8bb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1c0a37017380b7e3164e	group_35b6a449bb7b6388	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1c2cc3e395c3f9d1da5e	group_b328c41b7fa9a725	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1c3a57559ee36cb4e074	group_8702943e680566cc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1c59e0c9b28279a25e97	group_85745768a24bb757	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1c9d42c2c12a75c0b949	group_e773dc1daa8939c8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1cca632d0cced277db89	group_905484d86162f14d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1d337e8d0429b2f155b6	group_6d145713bfff5fbf	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1da0b978d9a94b180d42	group_e184e6075a4a740d	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1de741eb230c23d3ddee	group_d56059f3839ad1fc	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1df63b6c085f851111dd	group_745b5555b46822b2	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1e4accb7672b37b98a17	group_5114ef40ac116939	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1e8f93d7dfb5274f30e2	group_a78ee900098175c5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1e983f62ca04b6ccfbe5	group_a688883f8bba63f8	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ea7eec80eb3ad0e8818	group_d3db66bf7bc8d73c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1eb57bd17181d0ddf697	group_d345a9fd958d4fdd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1eb733cfc14c54401289	group_bd5577e6ee64075e	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ed3655e24ebf668d7cf	group_c8c5c0d42c97e109	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1eda81ede611dee20ec5	group_fa3ddc5d996c9edb	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ee785574c9f265391fc	group_9bbdec5425ffe639	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1f00b758dcfb9f0875a8	group_c37a3091c7314204	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1f2f0857d93c999efe7d	group_59668ffb8f4da6d0	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1f55ff468d36cf66a5d6	group_421779ffcb60b592	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1f7ee85876ed1d2f71fb	group_679c56a6c5cbaafd	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1faa6ed87d1aa173166c	group_a47f927d2cd45354	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1fc2eb1b4c917d9d149a	group_8e4029d35c1093ed	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1fcd1c63b7c41d7384af	group_0e4d6e02736accd6	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1fdd34c2e287b051e08b	group_cb5f051be8ba4798	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1fe744e7fc36d68942c7	group_3f396c975ecedc5a	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_1ffc31de17c6cca2507c	group_6e6c382240eb28af	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_2003d326c8479b143f45	group_8995ec26124c3fb5	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_201e1e9b215042566a7a	group_a616d07c4bbfeebf	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_203048267dc7d211e740	group_a4ac562603094d9c	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_204a8254d65aaf4f63dd	group_a54fcea210df1773	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
ABOME-Malicious_g_205a47a5ece801af5d66	group_df6ab9e42bad8306	ABOME_Malicious	ABOME	Malicious	1	source_derived_weak	source_derived
